SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DOB,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,Price,CURRENCY,URL,NFFM,PRIVATESALE,BREED,YEARFOAL
2021,M,21KEENOV,11/10/2021,1,1,86,86,Claire de Lune (IRE),Claire de Lune (IRE),,,5/3/2013,10,CH,Mare,,B,,,,Galileo (IRE),Galileo (IRE),Solo De Lune (IRE),Solo De Lune (IRE),,,,,,,,Liam's Map,2/22/2021,"Taylor Made Sales Agency, Agent LI ",,,,Smiling Tiger Stallion,,,,100000,,,,,T,2013
2021,M,21KEENOV,11/10/2021,1,1,87,87,Random Harvest,Random Harvest,,,1/25/2021,2,B,Filly,,WN,,,,Uncle Mo,Uncle Mo,Claire de Lune (IRE),Claire de Lune (IRE),,,,,,,,,,"Taylor Made Sales Agency, Agent LI ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,88,88,Comedy (IRE),Comedy (IRE),,,2/13/2016,7,B,Mare,,B,,,,Dandy Man (IRE),Dandy Man (IRE),Dubaya (GB),Dubaya (GB),,,,,,,,Medaglia d'Oro,4/25/2021,"Denali Stud, Agent for Gallagher's Stud ",,,,"R.N.A. (425,000)",,,,,,,,,T,2016
2021,M,21KEENOV,11/10/2021,1,1,89,89,Courteous,Courteous,,,3/26/2016,7,DB/BR,Mare,,B,,,,Midnight Lute,Midnight Lute,Famous,Famous,,,,,,,,American Pharoah,5/10/2021,"Four Star Sales, Agent ",,,,"R.N.A. (197,000)",,,,,,,,,T,2016
2021,M,21KEENOV,11/10/2021,1,1,90,90,C. S. Royce,C. S. Royce,,,4/1/2007,16,CH,Mare,,B,,,,Unbridled's Song,Unbridled's Song,Sweeping Story,Sweeping Story,,,,,,,,Authentic,5/18/2021,"Eaton Sales, Agent ",,,,"R.N.A. (190,000)",,,,,,,,,T,2007
2021,M,21KEENOV,11/10/2021,1,1,91,91,,,,,4/26/2021,2,B,Colt,,WN,,,,Into Mischief,Into Mischief,C. S. Royce,C. S. Royce,,,,,,,,,,"Eaton Sales, Agent ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,92,92,Daddy Issues,Daddy Issues,,,5/23/2015,8,DB/BR,Mare,,B,,,,Scat Daddy,Scat Daddy,Issues,Issues,,,,,,,,Authentic,5/5/2021,"Denali Stud, Agent XLII ",,,,Out,,,,0,,,,,T,2015
2021,M,21KEENOV,11/10/2021,1,1,93,93,Daisy Mason,Daisy Mason,,,4/21/2007,16,B,Mare,,B,,,,Orientate,Orientate,Leslie's Lady,Leslie's Lady,,,,,,,,Not This Time,4/29/2021,"Brereton C. Jones/Airdrie Stud Inc., Agent for Ned Jones and B.C. Jones",,,,Whisper Hill Farm LLC & Gainesway Farm,,,,475000,,,,,T,2007
2021,M,21KEENOV,11/10/2021,1,1,94,94,Dakota Wind,Dakota Wind,,,3/16/2012,11,B,Mare,,B,,,,Tiznow,Tiznow,Deputy's Delight,Deputy's Delight,,,,,,,,Medaglia d'Oro,2/14/2021,"Lane's End, Agent ",,,,Cypress Creek LLC,,,,300000,,,,,T,2012
2021,M,21KEENOV,11/10/2021,1,1,95,95,Drilling for Gold,Drilling for Gold,,,4/14/2021,2,B,Colt,,WN,,,,Twirling Candy,Twirling Candy,Danceforthecause,Danceforthecause,,,,,,,,,,"Gainesway, Agent VII ",,,,"R.N.A. (285,000)",,,,,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,96,96,Dance With Another (IRE),Dance With Another (IRE),,,4/21/2011,12,B,Mare,,B,,,,Danehill Dancer (IRE),Danehill Dancer (IRE),Quarter Moon (IRE),Quarter Moon (IRE),,,,,,,,Medaglia d'Oro,5/21/2021,"Glennwood Farm Inc., Agent ",,,,"Checkmate Thoroughbreds, Sir Prancealot",,,,100000,,,,,T,2011
2021,M,21KEENOV,11/10/2021,1,1,97,97,,,,,4/7/2021,2,B    ,Colt,,WN,,,,Justify,Justify,Dance With Another (IRE),Dance With Another (IRE),,,,,,,,,,"Glennwood Farm Inc., Agent ",,,,"R.N.A. (75,000)",,,,,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,98,98,Delta's Kingdom,Delta's Kingdom,,,3/8/2016,7,DB/BR,Mare,,BRP,,,,Animal Kingdom,Animal Kingdom,My Spanx,My Spanx,,,,,,,,,,"Denali Stud, Agent XXX ",,,,"R.N.A. (170,000)",,,,,,,,,T,2016
2021,M,21KEENOV,11/10/2021,1,1,99,99,Domain Expertise,Domain Expertise,,,4/23/2018,5,CH,Filly,,BRP,,,,Kitten's Joy,Kitten's Joy,Teroda,Teroda,,,,,,,,,,"ELiTE, Agent ",,,,Out,,,,0,,,,,T,2018
2021,M,21KEENOV,11/10/2021,1,1,100,100,Donjah (GER),Donjah (GER),,,3/7/2016,7,B,Mare,,B,,,,Teofilo (IRE),Teofilo (IRE),Dyanamore,Dyanamore,,,,,,,,Justify,5/22/2021,"ELiTE, Agent ",,,,"R.N.A. (360,000)",,,,,,,,,T,2016
2021,M,21KEENOV,11/10/2021,1,1,101,101,Downside Scenario,Downside Scenario,,,2/19/2013,10,B,Mare,,B,,,,Scat Daddy,Scat Daddy,Grand Breeze,Grand Breeze,,,,,,,,Into Mischief,4/25/2021,"Taylor Made Sales Agency, Agent CXLIII ",,,,Stonestreet Thoroughbred Holdings LLC,,,,1150000,,,,,T,2013
2021,M,21KEENOV,11/10/2021,1,1,102,102,Just Unreal,Just Unreal,,,3/3/2021,2,B,Colt,,WN,,,,Justify,Justify,Dreaming of You,Dreaming of You,,,,,,,,,,"Denali Stud, Agent XII ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,103,103,Edgeway,Edgeway,,,2/27/2017,6,DB/BR,Filly,,BRP,,,,Competitive Edge,Competitive Edge,Magical Solution,Magical Solution,,,,,,,,,,"Lane's End, Agent ",,,,Out,,,,0,,,,,T,2017
2021,M,21KEENOV,11/10/2021,1,1,104,104,Ego Trip (IRE),Ego Trip (IRE),,,2/10/2018,5,B,Filly,,BRP,,,,No Nay Never,No Nay Never,Pure Vanity (GB),Pure Vanity (GB),,,,,,,,,,"Hunter Valley Farm, Agent XXXV ",,,,Out,,,,0,,,,,T,2018
2021,M,21KEENOV,11/10/2021,1,1,105,105,Elfin Queen,Elfin Queen,,,2/17/2017,6,CH,Mare,,B,,,,American Pharoah,American Pharoah,Pretty 'n Smart,Pretty 'n Smart,,,,,,,,Justify,3/7/2021,"Paramount Sales, Agent VII ",,,,"Cary Bloodstock, Agent for Coteau Grove Farms",,,,550000,,,,,T,2017
2021,M,21KEENOV,11/10/2021,1,1,106,106,Eliade (FR),Eliade (FR),,,4/26/2016,7,B,Mare,,B,,,,Teofilo (IRE),Teofilo (IRE),Elodie (GB),Elodie (GB),,,,,,,,War Front,5/26/2021,"ELiTE, Agent ",,,,Ecurie des Monceaux,,,,500000,,,,,T,2016
2021,M,21KEENOV,11/10/2021,1,1,107,107,Enchante,Enchante,,,2/13/2008,15,B,Mare,,B,,,,Bluegrass Cat,Bluegrass Cat,Wear,Wear,,,,,,,,Uncle Mo,4/24/2021,"Eaton Sales, Agent ",,,,"R.N.A. (460,000)",,,,,,,,,T,2008
2021,M,21KEENOV,11/10/2021,1,1,108,108,Evening Primrose (IRE),Evening Primrose (IRE),,,1/24/2017,6,CH,Mare,,B,,,,Galileo (IRE),Galileo (IRE),Weekend Strike,Weekend Strike,,,,,,,,Justify,3/27/2021,"Denali Stud, Agent XLVII ",,,,Thirty Year Farm,,,,270000,,,,,T,2017
2021,M,21KEENOV,11/10/2021,1,1,109,109,Evocative,Evocative,,,2/27/2017,6,DB/BR,Mare,,B,,,,Pioneerof the Nile,Pioneerof the Nile,General Jeanne,General Jeanne,,,,,,,,Quality Road,3/25/2021,"Bedouin Bloodstock, Agent ",,,,"R.N.A. (460,000)",,,,,,,,,T,2017
2021,M,21KEENOV,11/10/2021,1,1,110,110,Exotic Notion,Exotic Notion,,,2/12/2012,11,B,Mare,,B,,,,Lemon Drop Kid,Lemon Drop Kid,Paris Notion,Paris Notion,,,,,,,,Quality Road,4/9/2021,"Bedouin Bloodstock, Agent ",,,,"Avenue Bloodstock, LLC",,,,800000,,,,,T,2012
2021,M,21KEENOV,11/10/2021,1,1,111,111,,,,,3/11/2021,2,B    ,Colt,,WN,,,,Quality Road,Quality Road,Exotic Notion,Exotic Notion,,,,,,,,,,"Bedouin Bloodstock, Agent ",,,,"Donato Lanni, Agent for Baoma Corp.",,,,600000,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,112,112,,,,,2/21/2021,2,DB/BR,Colt,,WN,,,,Vino Rosso,Vino Rosso,Fair Huntress,Fair Huntress,,,,,,,,,,"Glennwood Farm Inc., Agent ",,,,Bolter Bloodstock,,,,340000,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,113,113,,,,,4/20/2021,2,B,Filly,,WN,,,,City of Light,City of Light,Fast and Loose,Fast and Loose,,,,,,,,,,"Taylor Made Sales Agency, Agent CXXXI ",,,,"Stonestreet Stables, LLC",,,,250000,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,114,114,Flying the Colors,Flying the Colors,,,3/8/2016,7,B,Mare,,B,,,,War Front,War Front,Ruby Tuesday (IRE),Ruby Tuesday (IRE),,,,,,,,American Pharoah,2/10/2021,"Hill 'n' Dale Sales Agency, Agent ",,,,Out,,,,0,,,,,T,2016
2021,M,21KEENOV,11/10/2021,1,1,115,115,,,,,1/24/2021,2,B,Filly,,WN,,,,Uncle Mo,Uncle Mo,Foolish Ways (IRE),Foolish Ways (IRE),,,,,,,,,,"Taylor Made Sales Agency, Agent LXXI ",,,,Chestnut Valley Farm,,,,160000,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,116,116,Foolish Ways (IRE),Foolish Ways (IRE),,,5/2/2012,11,DB/BR,Mare,,B,,,,Danehill Dancer (IRE),Danehill Dancer (IRE),Foolish Act (IRE),Foolish Act (IRE),,,,,,,,Street Sense,3/17/2021,"Taylor Made Sales Agency, Agent LXXI ",,,,"Avenue Bloodstock, LLC",,,,145000,,,,,T,2012
2021,M,21KEENOV,11/10/2021,1,1,117,117,Forever for Now,Forever for Now,,,1/3/2017,6,DB/BR,Mare,,B,,,,War Front,War Front,Toogoodtobetrue (IRE),Toogoodtobetrue (IRE),,,,,,,,Uncle Mo,3/8/2021,"Hill 'n' Dale Sales Agency, Agent ",,,,Pam Christopherson (Bar C Racing Stables),,,,210000,,,,,T,2017
2021,M,21KEENOV,11/10/2021,1,1,118,118,,,,,1/22/2021,2,DB/BR,Filly,,WN,,,,Justify,Justify,Forever for Now,Forever for Now,,,,,,,,,,"Hill 'n' Dale Sales Agency, Agent ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,119,119,Gabriellestoblame,Gabriellestoblame,,,5/11/2014,9,B,Mare,,B,,,,Blame,Blame,Seeking Gabrielle,Seeking Gabrielle,,,,,,,,Uncle Mo,4/18/2021,"Denali Stud, Agent XLII ",,,,"R.N.A. (385,000)",,,,,,,,,T,2014
2021,M,21KEENOV,11/10/2021,1,1,120,120,Getmotherarose,Getmotherarose,,,5/8/2016,7,B,Mare,,B,,,,Get Stormy,Get Stormy,Run Rosie,Run Rosie,,,,,,,,Union Rags,2/26/2021,"Valkyre Stud, Agent ",,,,Woodford Thoroughbreds LLC,,,,325000,,,,,T,2016
2021,M,21KEENOV,11/10/2021,1,1,121,121,Glamouratti,Glamouratti,,,1/31/2018,5,B,Mare,,B,,,,Street Sense,Street Sense,Fashion's Flight,Fashion's Flight,,,,,,,,Justify,4/10/2021,"Claiborne Farm, Agent ",,,,Hunter Valley,,,,225000,,,,,T,2018
2021,M,21KEENOV,11/10/2021,1,1,122,122,Glitter and Gold,Glitter and Gold,,,1/22/2015,8,B,Mare,,B,,,,Bodemeister,Bodemeister,Expo Gold,Expo Gold,,,,,,,,Curlin,3/12/2021,"Hill 'n' Dale Sales Agency, Agent ",,,,Dana Bernhard,,,,700000,,,,,T,2015
2021,M,21KEENOV,11/10/2021,1,1,123,123,Goose Lemon Drop,Goose Lemon Drop,,,4/4/2011,12,B,Mare,,B,,,,Elusive Quality,Elusive Quality,Lemon Kiss,Lemon Kiss,,,,,,,,Hard Spun,2/9/2021,"Ballysax Bloodstock, Agent for Grantley Acres ",,,,Brandywine Farm,,,,75000,,,,,T,2011
2021,M,21KEENOV,11/10/2021,1,1,124,124,Mischieving,Mischieving,,,4/13/2021,2,B,Colt,,WN,,,,Into Mischief,Into Mischief,Halo Humor,Halo Humor,,,,,,,,,,"Bedouin Bloodstock, Agent V ",,,,Narvick Int'l,,,,350000,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,125,125,,,,,2/28/2021,2,B,Colt,,WN,,,,Uncle Mo,Uncle Mo,Heat Street,Heat Street,,,,,,,,,,"Paramount Sales, Agent XXX ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,126,126,Heavenly Tap,Heavenly Tap,,,4/4/2013,10,B,Mare,,B,,,,Tapit,Tapit,Enhancing,Enhancing,,,,,,,,Ghostzapper,5/24/2021,"Hill 'n' Dale Sales Agency, Agent ",,,,Out,,,,0,,,,,T,2013
2021,M,21KEENOV,11/10/2021,1,1,127,127,Henley,Henley,,,2/24/2010,13,CH,Mare,,B,,,,Corinthian,Corinthian,Joustabout,Joustabout,,,,,,,,Gift Box,4/15/2021,"James B. Keogh (Grovendale), Agent XXIV ",,,,Out,,,,0,,,,,T,2010
2021,M,21KEENOV,11/10/2021,1,1,128,128,Hrasky,Hrasky,,,2/4/2018,5,GR/RO,Mare,,B,,,,Speightstown,Speightstown,Always Auditioning,Always Auditioning,,,,,,,,Tiz the Law,4/15/2021,"Taylor Made Sales Agency, Agent LIX ",,,,Spendthrift Farm LLC,,,,120000,,,,,T,2018
2021,M,21KEENOV,11/10/2021,1,1,129,129,I Dare U,I Dare U,,,3/27/2017,6,CH,Mare,,B,,,,Daredevil,Daredevil,Voyelle,Voyelle,,,,,,,,Into Mischief,3/3/2021,"James B. Keogh (Grovendale), Agent I ",,,,"Town & Country Horse Farms, LLC",,,,450000,,,,,T,2017
2021,M,21KEENOV,11/10/2021,1,1,130,130,Illegal Smile (IRE),Illegal Smile (IRE),,,4/30/2018,5,B,Filly,,BRP,,,,Camacho (GB),Camacho (GB),Fine If (IRE),Fine If (IRE),,,,,,,,,,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent for Hat Creek Racing",,,,Out,,,,0,,,,,T,2018
2021,M,21KEENOV,11/10/2021,1,1,131,131,Tomorrow Never Comes,Tomorrow Never Comes,,,5/12/2021,2,B,Colt,,WN,,,,Speightstown,Speightstown,Il Mulino,Il Mulino,,,,,,,,,,"Taylor Made Sales Agency, Agent CXIII ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,132,132,In Jail,In Jail,,,2/1/2015,8,B,Mare,,B,,,,Into Mischief,Into Mischief,Yara,Yara,,,,,,,,Omaha Beach,3/30/2021,"Warrendale Sales, Agent XIX ",,,,"R.N.A. (190,000)",,,,,,,,,T,2015
2021,M,21KEENOV,11/10/2021,1,1,133,133,Into Mystic,Into Mystic,,,5/2/2016,7,B,Mare,,BRP,,,,Into Mischief,Into Mischief,Loveofalifetime,Loveofalifetime,,,,,,,,,,"Four Star Sales, Agent ",,,,Twin Creeks Farm,,,,485000,,,,,T,2016
2021,M,21KEENOV,11/10/2021,1,1,134,134,Ippodamia's Girl,Ippodamia's Girl,,,1/28/2015,8,DB/BR,Mare,,BRP,,,,Stormy Atlantic,Stormy Atlantic,Ippodamia,Ippodamia,,,,,,,,,,"James B. Keogh (Grovendale), Agent LX ",,,,"Catheryne Bruggeman, Agt for Paul Moroney Bldstk",,,,260000,,,,,T,2015
2021,M,21KEENOV,11/10/2021,1,1,135,135,Grand Runner Up,Grand Runner Up,,,5/2/2021,2,B,Colt,,WN,,,,Gun Runner,Gun Runner,Jemmabelle,Jemmabelle,,,,,,,,,,"Paramount Sales, Agent XXX ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,136,136,Joy Epifora (ARG),Joy Epifora (ARG),,,8/30/2016,6,CH,Mare,,BRP,,,,Fortify,Fortify,Stormy Epistola (ARG),Stormy Epistola (ARG),,,,,,,,,,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent III ",,,,Shadai Farm,,,,750000,,,,,T,2016
2021,M,21KEENOV,11/10/2021,1,1,137,137,Juanita,Juanita,,,4/30/2008,15,DB/BR,Mare,,B,,,,Mineshaft,Mineshaft,Wishful Splendor,Wishful Splendor,,,,,,,,Medaglia D'Oro,3/1/2021,"Taylor Made Sales Agency, Agent for Aaron & Marie Jones LLC ",,,,"Cary Bloodstock, Agent for Coteau Grove Farms",,,,200000,,,,,T,2008
2021,M,21KEENOV,11/10/2021,1,1,138,138,Juliana (PER),Juliana (PER),,,8/23/2015,8,CH,Mare,,BRP,,,,Eye On Jacob,Eye On Jacob,Flight to Cash,Flight to Cash,,,,,,,,,,"Four Star Sales, Agent ",,,,"R.N.A. (120,000)",,,,,,,,,T,2015
2021,M,21KEENOV,11/10/2021,1,1,139,139,Just Playing,Just Playing,,,1/11/2017,6,DB/BR,Mare,,B,,,,Pioneerof the Nile,Pioneerof the Nile,Rockcide,Rockcide,,,,,,,,Munnings,3/1/2021,"Denali Stud, Agent XIX ",,,,"R.N.A. (250,000)",,,,,,,,,T,2017
2021,M,21KEENOV,11/10/2021,1,1,140,140,,,,,2/7/2021,2,B    ,Colt,,WN,,,,American Pharoah,American Pharoah,Keesha,Keesha,,,,,,,,,,"Hunter Valley Farm, Agent ",,,,"R.N.A. (175,000)",,,,,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,141,141,Hub City,Hub City,,,3/24/2021,2,B    ,Filly,,WN,,,,Speightstown,Speightstown,Keira,Keira,,,,,,,,,,"Valkyre Stud, Agent VIII ",,,,Barber Road Bloodstock,,,,130000,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,142,142,Cholla Trail,Cholla Trail,,,2/1/2021,2,B,Filly,,WN,,,,Constitution,Constitution,Kittery Point,Kittery Point,,,,,,,,,,"Brereton C. Jones/Airdrie Stud Inc., Agent ",,,,"R.N.A. (450,000)",,,,,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,143,143,La Australiana,La Australiana,,,4/7/2016,7,CH,Mare,,B,,,,Australia (GB),Australia (GB),Tree Chopper,Tree Chopper,,,,,,,,Kitten's Joy,2/9/2021,"Taylor Made Sales Agency, Agent XV ",,,,"Avenue Bloodstock, LLC",,,,125000,,,,,T,2016
2021,M,21KEENOV,11/10/2021,1,1,144,144,Determined Forever,Determined Forever,,,5/1/2021,2,CH,Filly,,WN,,,,Frankel (GB),Frankel (GB),Lady Ederle,Lady Ederle,,,,,,,,,,"Four Star Sales, Agent ",,,,"Phil Schoenthal, Agent for D. Hatman Thoroughbreds",,,,800000,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,145,145,Lady Grace,Lady Grace,,,5/29/2016,7,B,Mare,,BRP,,,,Kantharos,Kantharos,Smart Sis,Smart Sis,,,,,,,,,,"Gainesway, Agent X ",,,,Out,,,,0,,,,,T,2016
2021,M,21KEENOV,11/10/2021,1,1,146,146,Lady Ninja,Lady Ninja,,,4/4/2014,9,DB/BR,Mare,,B,,,,Majesticperfection,Majesticperfection,Dressed to Kill,Dressed to Kill,,,,,,,,Nyquist,3/17/2021,"Gainesway, Agent VII ",,,,"J.S. Company, Limited",,,,360000,,,,,T,2014
2021,M,21KEENOV,11/10/2021,1,1,147,147,La Signare (FR),La Signare (FR),,,4/18/2015,8,B,Mare,,BP,,,,Siyouni (FR),Siyouni (FR),La Teranga (FR),La Teranga (FR),,,,,,,,,,"Hunter Valley Farm, Agent ",,,,Masahiro Miki,,,,675000,,,,,T,2015
2021,M,21KEENOV,11/10/2021,1,1,148,148,Mixer,Mixer,,,4/4/2021,2,CH,Filly,,WN,,,,Vino Rosso,Vino Rosso,Lemon Gin,Lemon Gin,,,,,,,,,,"Glennwood Farm Inc., Agent ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,149,149,Vault,Vault,,,5/3/2016,7,B,Mare,,BRP,,,,Jump Start,Jump Start,Di's Delight,Di's Delight,,,,,,,,,,"ELiTE, Agent ",,,,Stonestreet Thoroughbred Holdings LLC,,,,850000,,,,,T,2016
2021,M,21KEENOV,11/10/2021,1,1,150,150,Xayah,Xayah,,,3/6/2021,2,CH,Filly,,WN,,,,Curlin,Curlin,Let Faith Arise,Let Faith Arise,,,,,,,,,,"Taylor Made Sales Agency, Agent for Aaron & Marie Jones LLC ",,,,Brad King and Lee Lewis,,,,300000,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,151,151,,,,,3/30/2021,2,B,Colt,,WN,,,,More Than Ready,More Than Ready,Lethal Hunter,Lethal Hunter,,,,,,,,,,"Valkyre Stud, Agent VI ",,,,R and D Bloodstock,,,,4000,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,152,152,Management Fee,Management Fee,,,4/1/2021,2,CH,Colt,,WN,,,,Hard Spun,Hard Spun,Like a Gem,Like a Gem,,,,,,,,,,"Michael C. Byrne, Agent ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,153,153,Lucky Dime,Lucky Dime,,,4/5/2017,6,B,Mare,,B,,,,Creative Cause,Creative Cause,Indian Miss,Indian Miss,,,,,,,,Medaglia d'Oro,4/6/2021,"Claiborne Farm, Agent ",,,,Katsumi Yoshida,,,,850000,,,,,T,2017
2021,M,21KEENOV,11/10/2021,1,1,154,154,Gagliardi,Gagliardi,,,4/17/2021,2,B,Colt,,WN,,,,Omaha Beach,Omaha Beach,Listen A. P.,Listen A. P.,,,,,,,,,,"Paramount Sales, Agent XI ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,155,155,,,,,4/10/2021,2,DB/BR,Colt,,WN,,,,Quality Road,Quality Road,Love Child,Love Child,,,,,,,,,,"Lane's End, Agent ",,,,Kenning Racing,,,,270000,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,156,156,Love Child,Love Child,,,5/15/2016,7,DB/BR,Mare,,B,,,,Fed Biz,Fed Biz,Serena's Sister,Serena's Sister,,,,,,,,Quality Road,5/9/2021,"Lane's End, Agent ",,,,Natalma,,,,335000,,,,,T,2016
2021,M,21KEENOV,11/10/2021,1,1,157,157,Spanish Loveaffair,Spanish Loveaffair,,,3/5/2018,5,B,Filly,,BRP,,,,Karakontie (JPN),Karakontie (JPN),Spanish Bunny,Spanish Bunny,,,,,,,,,,"Bluewater Sales LLC, Agent XXXI ",,,,Doug Cauthen for Lael Stable,,,,775000,,,,,T,2018
2021,M,21KEENOV,11/10/2021,1,1,158,158,Maedean,Maedean,,,4/13/2017,6,GR/RO,Mare,,B,,,,Tapit,Tapit,Summer Solo,Summer Solo,,,,,,,,Nyquist,4/16/2021,"Lane's End, Agent ",,,,Ever Union Shokai,,,,500000,,,,,T,2017
2021,M,21KEENOV,11/10/2021,1,1,159,159,Stormy Embrace,Stormy Embrace,,,4/11/2014,9,CH,Mare,,B,,,,Circular Quay,Circular Quay,Stormy Allure,Stormy Allure,,,,,,,,Quality Road,3/8/2021,"Bedouin Bloodstock, Agent ",,,,Lake Villa Farm,,,,600000,,,,,T,2014
2021,M,21KEENOV,11/10/2021,1,1,160,160,Magic Spell,Magic Spell,,,4/16/2015,8,GR/RO,Mare,,B,,,,Majesticperfection,Majesticperfection,Miss Mesa,Miss Mesa,,,,,,,,McKinzie,3/19/2021,"Valkyre Stud, Agent I ",,,,Woodford Thoroughbreds LLC,,,,250000,,,,,T,2015
2021,M,21KEENOV,11/10/2021,1,1,161,161,Extremely Gruntled,Extremely Gruntled,,,1/31/2021,2,DB/BR,Filly,,WN,,,,Not This Time,Not This Time,Mag's Holiday,Mag's Holiday,,,,,,,,,,"Taylor Made Sales Agency, Agent XCVIII ",,,,"R.N.A. (100,000)",,,,,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,162,162,Patti's Regal Song,Patti's Regal Song,,,2/12/2006,17,GR/RO,Mare,,B,,,,Unbridled's Song,Unbridled's Song,Regal Pennant,Regal Pennant,,,,,,,,Sir Prancealot (IRE),5/13/2021,Checkmate Thoroughbreds LLC (Adrian Gonzalez) ,,,,"R.N.A. (140,000)",,,,,,,,,T,2006
2021,M,21KEENOV,11/10/2021,1,1,163,163,Tiny Prancer,Tiny Prancer,,,4/18/2021,2,GR/RO,Filly,,WN,,,,Sir Prancealot (IRE),Sir Prancealot (IRE),Patti's Regal Song,Patti's Regal Song,,,,,,,,,,Checkmate Thoroughbreds LLC (Adrian Gonzalez) ,,,,"Meah/Lloyd, Agt for Pat Maciariello",,,,60000,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,164,164,Blame Debbie,Blame Debbie,,,3/17/2017,6,B,Filly,,BRP,,,,Blame,Blame,Jadwa,Jadwa,,,,,,,,,,"Bluewater Sales LLC, Agent XV ",,,,Paul Farr / Titletown Racing Stables,,,,285000,,,,,T,2017
2021,M,21KEENOV,11/10/2021,1,1,165,165,Meal Ticket,Meal Ticket,,,3/25/2014,9,DB/BR,Mare,,B,,,,Malibu Moon,Malibu Moon,Rainbow's Song,Rainbow's Song,,,,,,,,Into Mischief,4/29/2021,"Mulholland Springs, Agent II ",,,,Out,,,,0,,,,,T,2014
2021,M,21KEENOV,11/10/2021,1,1,166,166,Asiya,Asiya,,,3/2/2010,13,DB/BR,Mare,,B,,,,Daaher,Daaher,Khalila,Khalila,,,,,,,,Street Sense,6/2/2021,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent for Gatewood Bell, et al.",,,,"R.N.A. (335,000)",,,,,,,,,T,2010
2021,M,21KEENOV,11/10/2021,1,1,167,167,Pharaohs Bride,Pharaohs Bride,,,3/29/2021,2,DB/BR,Filly,,WN,,,,Blame,Blame,Asiya,Asiya,,,,,,,,,,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent for Gatewood Bell, et al.",,,,One More Time Bloodstock,,,,85000,,,,,T,2021
2021,M,21KEENOV,11/10/2021,1,1,168,168,Mind Out,Mind Out,,,2/19/2017,6,CH,Filly,,BP,,,,Tapit,Tapit,Kid Majic,Kid Majic,,,,,,,,,,"Gainesway, Agent VII ",,,,Dana Bernhard,,,,1200000,,,,,T,2017
2021,M,21KEENOV,11/10/2021,1,1,169,169,Mintd (IRE),Mintd (IRE),,,4/3/2016,7,CH,Mare,,BP,,,,Olympic Glory (IRE),Olympic Glory (IRE),Lisanor (GB),Lisanor (GB),,,,,,,,,,"Hunter Valley Farm, Agent ",,,,"R.N.A. (210,000)",,,,,,,,,T,2016
2021,M,21KEENOV,11/10/2021,1,1,170,170,Winnable,Winnable,,,2/1/2021,2,B,Filly,,WN,,,,Justify,Justify,Mischievousmaximus,Mischievousmaximus,,,,,,,,,,"Warrendale Sales, Agent I ",,,,Out,,,,0,,,,,T,2021
