Book,Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price,Elig,Sire Of Dam
1,1,164,"Gainesway, Agent XLVII ",,Shopper's Revenge,,GR/RO,Colt,Shopper's Revenge,Tapit,Stopchargingmaria,,,,,"R.N.A. (275,000)",---,,
1,1,165,"Candy Meadows Sales, Agent I ",,Hoosier Philly,,GR/RO,Filly,Hoosier Philly,Into Mischief,Tapella,,,,,"Lauren Carlisle, Agent",510000,,
1,1,166,"Gainesway, Agent XII ",,City Nights,,GR/RO,Colt,City Nights,City of Light,Stormy Rhapsody,,,,,Courtlandt Farm,400000,,
1,1,167,"Gainesway, Agent XXIX ",,Stormy Curlin Girl,,CH,Filly,Stormy Curlin Girl,Curlin,Stormy Sunday,,,,,Out,0,,
1,1,168,"Mill Ridge Sales, Agent ",,Raging Sea,,CH,Filly,Raging Sea,Curlin,Stormy Welcome,,,,,"R.N.A. (300,000)",---,,
1,1,169,"Claiborne Farm, Agent ",,McEnroe,,B,Colt,McEnroe,Justify,Stradivarius,,,,,Maverick Racing,275000,,
1,1,170,"Hill 'n' Dale Sales Agency, Agent ",,Wine Wine Red,,CH   ,Colt,Wine Wine Red,Justify,Streaming,,,,,Hideyuki Mori,650000,,
1,1,171,"Brookdale Sales, Agent for Hardacre Farm LLC ",,Grijalva,,B,Filly,Grijalva,Uncle Mo,Street Crew,,,,,"R.N.A. (90,000)",---,,
1,1,172,Mt. Brilliant Farm ,,First Strike,,DB/BR,Colt,First Strike,Medaglia d'Oro,Strike Charmer,,,,,Buffolo Bloodstock,210000,,
1,1,173,"Bluegrass Thoroughbred Services Inc., Agent for Merriebelle Stable, LLC",,Por Una Cabeza,,B,Filly,Por Una Cabeza,Union Rags,Subtlety (ARG),,,,,Amy N. Moore,200000,,
1,1,174,"Mill Ridge Sales, Agent ",,Delacroix,,B,Colt,Delacroix,Empire Maker,Summer Raven,,,,,"R.N.A. (290,000)",---,,
1,1,175,"Stone Farm, Agent ",,Solo Album,,CH,Filly,Solo Album,Curlin,Summer Solo,,,,,Eclipse Thoroughbred Partners & Gary Barber,535000,,
1,1,176,"Taylor Made Sales Agency, Agent XXVI ",,Untred,,B,Colt,Untred,Mendelssohn,Super Girlie,,,,,Out,0,,
1,1,177,Mt. Brilliant Farm ,,Extra Anejo,,B,Colt,Extra Anejo,Into Mischief,Superioritycomplex (IRE),,,,,Winchell Thoroughbreds LLC,1350000,,
1,1,178,"Bluewater Sales LLC, Agent XVII ",,American Hustle,,CH,Colt,American Hustle,American Pharoah,Swak,,,,,"R.N.A. (235,000)",---,,
1,1,179,"Taylor Made Sales Agency, Agent LXXXVIII ",,Mustashaar,,B,Colt,Mustashaar,American Pharoah,Sweater Weather,,,,,"R.N.A. (140,000)",---,,
1,1,180,"Claiborne Farm, Agent ",,Couth,,DB/BR,Colt,Couth,War Front,Sweet,,,,,"R.N.A. (190,000)",---,,
1,1,181,"Gainesway, Agent III ",,Game Change,,B,Colt,Game Change,Candy Ride (ARG),Sweet Corine,,,,,"Northshore Bloodstock, Agent",850000,,
1,1,182,"Paramount Sales, Agent XLIX ",,Dissolved,,B,Colt,Dissolved,Quality Road,Sweet Dreams,,,,,China Horse Club / Gandharvi Racing,750000,,
1,1,183,"Taylor Made Sales Agency, Agent LX ",,Swiss Guard,,B,Colt,Swiss Guard,American Pharoah,Swiss Alps,,,,,Winchell Thoroughbreds LLC,150000,,
1,1,184,"Hill 'n' Dale Sales Agency, Agent ",,Justly,,CH,Filly,Justly,Justify,Take Charge Brandi,,,,,Out,0,,
1,1,185,"Bluewater Sales LLC, Agent VII ",,Tawaret,,B,Filly,Tawaret,Pioneerof the Nile,Tapas,,,,,Out,0,,
1,1,186,"Hidden Brook, Agent XXXII ",,Volatility,,GR/RO,Filly,Volatility,Empire Maker,Tapital Gains,,,,,"R.N.A. (170,000)",---,,
1,1,187,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ",,Gun Runner --- Tap to It,,GR/RO,Colt,,Gun Runner,Tap to It,,,,,Out,0,,
1,1,188,"Taylor Made Sales Agency, Agent CXLVI ",,Tapitara,,CH,Filly,Tapitara,Tapit,Tara Court,,,,,"Winchester Place Thoroughbreds, LLC",325000,,
1,1,189,"Paramount Sales, Agent I ",,Spin Munnings,,CH,Filly,Spin Munnings,Munnings,Tarrip,,,,,Out,0,,
1,1,190,"Glen Hill Farm, Agent ",,Heaven Forbid,,B,Filly,Heaven Forbid,Violence,Taste Of Heaven (AUS),,,,,Sheamus Mills Bloodstock,200000,,
1,1,191,"Betz Thoroughbreds, Inc., Agent ",,Soul Play,,B    ,Filly,Soul Play,Union Rags,Tea Time,,,,,Courtlandt Farm,200000,,
1,1,192,"Small Batch Sales, Agent for Walmac Farm, LLC ",,Gossip,,DB/BR,Filly,Gossip,War Front,Tell Me Now (IRE),,,,,"R.N.A. (260,000)",---,,
1,1,193,"Taylor Made Sales Agency, Agent for the Estate of Daniel Kessler (K. C. Garrett Farm LLC)",,Pappy Wolfe,,B,Colt,Pappy Wolfe,Justify,Temple Street,,,,,"Al Pike, Agent",62000,,
1,1,194,"South Point Sales Agency, Agent XVII ",,Adoret,,B,Filly,Adoret,Bolt d'Oro,Teroda,,,,,"R.N.A. (485,000)",---,,
1,1,195,"Mill Ridge Sales, Agent ",,Passionate Dream,,B,Filly,Passionate Dream,Uncle Mo,Terrific Treasure,,,,,"R.N.A. (140,000)",---,,
1,1,196,"Lane's End, Agent ",,Conversing,,B,Colt,Conversing,Into Mischief,Texting,,,,,Out,0,,
1,1,197,"Ramsey Farm, Agent ",,Hendrickson,,CH,Colt,Hendrickson,Nyquist,Thank You Marylou,,,,,Daniel Pita,70000,,
1,1,198,Blue Heaven Farm ,,A Little Grace,,CH,Filly,A Little Grace,American Pharoah,The Crane,,,,,Tommy Town Thoroughbreds,280000,,
1,1,199,"Vinery Sales, Agent for Golden Star Farm ",,Talladega,,B,Colt,Talladega,Into Mischief,Thin Disguise,,,,,Maverick Racing,850000,,
1,1,0199A,"Taylor Made Sales Agency, Agent XCVI ",,Zia Zapper,,B,Colt,Zia Zapper,Ghostzapper,Fashionable Frolic,,,,,"Al Pike, Agent",130000,,
1,1,0199B,"Blake-Albina Thoroughbred Services LLC, Agent I ",,Seleucid,,DB/BR,Colt,Seleucid,Empire Maker,Tacking,,,,,"R.N.A. (285,000)",---,,
1,2,200,"Glennwood Farm Inc., Agent ",,Harbour Bridge,,B,Colt,Harbour Bridge,Justify,Tiger Moth,,,,,Maverick Racing,675000,,
1,2,201,"Taylor Made Sales Agency, Agent CXIV ",,Dream Force,,GR/RO,Colt,Dream Force,Tapit,To Dream About,,,,,"R.N.A. (185,000)",---,,
1,2,202,"Hill 'n' Dale Sales Agency, Agent ",,Bertinelli,,CH,Colt,Bertinelli,Justify,Together Forever (IRE),,,,,Lanni Bloodstock,750000,,
1,2,203,"Gainesway, Agent III ",,La Pachanga,,B,Filly,La Pachanga,War Front,Tokyo Time,,,,,"Larkin Armstrong, Agent",450000,,
1,2,204,"Hunter Valley Farm, Agent ",,Justify --- Torre Di Pisa,,DB/BR,Colt,,Justify,Torre Di Pisa,,,,,Out,0,,
1,2,205,"Burleson Farms, Agent ",,Purchase Multiple,,GR/RO,Filly,Purchase Multiple,More Than Ready,Totem Power,,,,,Caroline Street Capital,240000,,
1,2,206,"Burleson Farms, Agent ",,Mo Town Mayhem,,B,Filly,Mo Town Mayhem,Uncle Mo,Town Tour,,,,,Out,0,,
1,2,207,"Gainesway, Agent XV ",,Infusion,,B,Filly,Infusion,More Than Ready,Transplendid,,,,,Madras Bloodstock,210000,,
1,2,208,"Ballysax Bloodstock, Agent for Grantley Acres ",,Curlin --- Treble,,B,Filly,,Curlin,Treble,,,,,Out,0,,
1,2,209,"Taylor Made Sales Agency, Agent CV ",,Bandita,,B,Filly,Bandita,Gun Runner,Tricky One,,,,,"Steven W. Young, Agent",350000,,
1,2,210,"Terrazas Thoroughbreds, Agent for Corser Thoroughbreds, LLC ",,Manibhadra,,CH,Colt,Manibhadra,Speightstown,Trini Brewnette,,,,,Hideyuki Mori,225000,,
1,2,211,"Claiborne Farm, Agent ",,True to Form,,B,Colt,True to Form,War Front,True Style,,,,,"R.N.A. (285,000)",---,,
1,2,212,"Paramount Sales, Agent LXXXVII ",,Unclecharliesgift,,B,Colt,Unclecharliesgift,Uncle Mo,Truly Gifted,,,,,Out,0,,
1,2,213,"Denali Stud, Agent for WinStar Farm Bred & Raised ",,Nitro Journey,,CH,Colt,Nitro Journey,Speightstown,Twice the Lady,,,,,Suehiro Racing,340000,,
1,2,214,"Hill 'n' Dale Sales Agency, Agent ",,War Front --- Twirl (IRE),,B,Colt,,War Front,Twirl (IRE),,,,,Out,0,,
1,2,215,"Gainesway, Agent XXVIII ",,Sources and Uses,,DB/BR,Filly,Sources and Uses,City of Light,Ultimate Cause,,,,,"Mike Ryan, Agent",450000,,
1,2,216,"Paramount Sales, Agent XXVIII ",,Wudi,,B,Filly,Wudi,Uncle Mo,Ultralight Beam,,,,,Out,0,,
1,2,217,Penn Sales ,,Shirley's Bane,,B,Filly,Shirley's Bane,Justify,Unbridled Empire,,,,,"Mike Pender, Agent",300000,,
1,2,218,"Woodford Thoroughbreds, Agent for WinStar Farm Bred & Raised ",,No Mo Chains,,DB/BR,Colt,No Mo Chains,Uncle Mo,Unchained Melody,,,,,M.V. Magnier,800000,,
1,2,219,"Eaton Sales, Agent ",,Hollywoodland,,B,Filly,Hollywoodland,Quality Road,Union City,,,,,"Alan Quartucci, Agent",500000,,
1,2,220,"Warrendale Sales, Agent X ",,Angel of Light,,DB/BR,Filly,Angel of Light,City of Light,Union Prayer,,,,,Out,0,,
1,2,221,"Denali Stud, Agent LV ",,Una Bella d'Oro,,GR/RO,Filly,Una Bella d'Oro,Medaglia d'Oro,Unique Bella,,,,,Out,0,,
1,2,222,"Lane's End, Agent ",,Neutral,,CH,Colt,Neutral,Curlin,Value Stream,,,,,"West Bldstk, Agt. for Repole Stable & St. Elias",225000,,
1,2,223,"Gainesway, Agent X ",,African Waters,,B,Filly,African Waters,War Front,Vaulcluse,,,,,Seahorse Stables,1200000,,
1,2,224,Stonehaven Steadings ,,St. Mark's Square,,CH,Colt,St. Mark's Square,Justify,Venetian Sonata,,,,,Maverick Racing,600000,,
1,2,225,"Brookdale Sales, Agent for Jack Swain ",,Morning,,CH,Colt,Morning,Munnings,View,,,,,"Quarter Pole Enterprises, LLC",150000,,
1,2,226,"Warrendale Sales, Agent XIV ",,Doinitthehardway,,DB/BR,Filly,Doinitthehardway,Street Sense,Virtuoso,,,,,Three Amigos Racing Stable LLC,240000,,
1,2,227,"Glennwood Farm Inc., Agent ",,Vesuvius,,B,Filly,Vesuvius,Into Mischief,Vivo Per Lei,,,,,"R.N.A. (335,000)",---,,
1,2,228,"Betz Thoroughbreds, Inc., Agent ",,Gun Runner --- Warm Breeze,,CH,Filly,,Gun Runner,Warm Breeze,,,,,Out,0,,
1,2,229,"Taylor Made Sales Agency, Agent LXX ",,City of Hunter,,B,Filly,City of Hunter,City of Light,War Tigress,,,,,Bon Voyage,90000,,
1,2,230,"Gainesway, Agent XV ",,Champagne Juan,,GR/RO,Colt,Champagne Juan,Justify,Well Monied,,,,,RT Racing,500000,,
1,2,231,"Lane's End, Agent ",,Mindtap,,GR/RO,Colt,Mindtap,Tapit,Whatdreamsrmadeof,,,,,"West Bldstk, Agt. for Repole Stable & St. Elias",725000,,
1,2,232,"Taylor Made Sales Agency, Agent VII ",,Tabor Time,,DB/BR,Filly,Tabor Time,Not This Time,Whiskey Tail,,,,,"R.N.A. (50,000)",---,,
1,2,233,"Claiborne Farm, Agent ",,Madame Hortense,,B,Filly,Madame Hortense,War Front,White Light,,,,,White Birch Farm,170000,,
1,2,234,"Lane's End, Agent ",,Conseillante,,B,Filly,Conseillante,Quality Road,Wild Forest,,,,,"R.N.A. (320,000)",---,,
1,2,235,"Glennwood Farm Inc., Agent ",,Bo Derek,,DB/BR,Filly,Bo Derek,Speightstown,Wildwood Rose (IRE),,,,,Maverick / Siena,900000,,
1,2,236,"Taylor Made Sales Agency, Agent CXLI ",,Gate to Gate,,B,Colt,Gate to Gate,Arrogate,Willet,,,,,Out,0,,
1,2,237,"Mill Ridge Sales, Agent ",,Tufani,,GR/RO,Filly,Tufani,Distorted Humor,Windhoek,,,,,Susan Naylor Sellers,140000,,
1,2,238,"Paramount Sales, Agent LXXXI ",,Deliberation,,B,Colt,Deliberation,Twirling Candy,Without Thought,,,,,Out,0,,
1,2,239,"Eaton Sales, Agent ",,B Wayne,,B,Colt,B Wayne,Quality Road,Wynning Ride,,,,,Spendthrift Farm,600000,,
1,2,240,"Woodford Thoroughbreds, Agent I ",,Bisset,,B,Filly,Bisset,Quality Road,Yes It's Jackie,,,,,Spendthrift Farm,525000,,
1,2,241,"Gainesway, Agent XVI ",,One Last Bid,,B    ,Colt,One Last Bid,Kingman (GB),Acoma,,,,,L&N Racing,335000,,
1,2,242,"Mill Ridge Sales, Agent ",,Dynamism,,B,Filly,Dynamism,Uncle Mo,Afleeting Lady,,,,,"R.N.A. (285,000)",---,,
1,2,243,"Clearsky Farms, Agent I ",,Valentina's Dream,,CH   ,Filly,Valentina's Dream,Justify,African Jade,,,,,"Albaugh Family/Barry Berkelhammer, Agent",500000,,
1,2,244,"Baccari Bloodstock, Agent II ",,Guadalajara,,DB/BR,Colt,Guadalajara,Justify,Aguilera,,,,,Out,0,,
1,2,245,"Paramount Sales, Agent LXXXI ",,Aha Moment,,DB/BR,Filly,Aha Moment,Nyquist,Ahh,,,,,Eclipse Thoroughbred Partners & Gary Barber,410000,,
1,2,246,"Blake-Albina Thoroughbred Services LLC, Agent I ",,Portunalia,,DB/BR,Filly,Portunalia,Medaglia d'Oro,Alina,,,,,"R.N.A. (525,000)",---,,
1,2,247,"Paramount Sales, Agent VI ",,Nikki M P,,B,Filly,Nikki M P,Into Mischief,Allegheny Angel,,,,,"R.N.A. (375,000)",---,,
1,2,248,"Taylor Made Sales Agency, Agent XI ",,No Guilt,,B,Filly,No Guilt,Blame,All in With Aces,,,,,Joseph Sutton,170000,,
1,2,249,"Eaton Sales, Agent ",,Antares,,CH,Colt,Antares,American Pharoah,Alpha Centauri,,,,,Out,0,,
1,2,250,"Gainesway, Agent XXVI ",,Wingback,,B,Colt,Wingback,Pioneerof the Nile,Alpha Spirit,,,,,Mayberry Farm,300000,,
1,2,251,"Darby Dan Farm, Agent II ",,Companuevo,,GR/RO,Colt,Companuevo,Arrogate,Amazement,,,,,"R.N.A. (70,000)",---,,
1,2,252,"Stone Farm, Agent ",,Kid America,,B,Colt,Kid America,Uncle Mo,America,,,,,"R.N.A. (550,000)",---,,
1,2,253,"Hill 'n' Dale Sales Agency, Agent ",,New Girl Now,,B    ,Filly,New Girl Now,Justify,American Cleopatra,,,,,Spendthrift Farm,750000,,
1,2,254,"Claiborne Farm, Agent ",,Magic Tap,,GR/RO,Colt,Magic Tap,Tapit,American Story,,,,,Winchell Thoroughbreds LLC,450000,,
1,2,255,"Lane's End, Agent for Kinsman Farm ",,Red Khafra,,B,Colt,Red Khafra,American Pharoah,A. P. Dream,,,,,Out,0,,
1,2,256,Mt. Brilliant Farm ,,Allamericanbeauty,,B,Filly,Allamericanbeauty,Into Mischief,Apologize,,,,,Courtlandt Farm,700000,,
1,2,257,"Hunter Valley Farm, Agent ",,Lazer Beam,,CH,Colt,Lazer Beam,Curlin,Applauding,,,,,"Donato Lanni, Agt. for SF Bldstk/Starlight/Madaket",750000,,
1,2,258,"Ramsey Farm, Agent ",,Webslinger,,B,Colt,Webslinger,Constitution,Arana,,,,,"R.N.A. (45,000)",---,,
1,2,259,"Brookdale Sales, Agent ",,The Archangel,,DB/BR,Filly,The Archangel,Medaglia d'Oro,Arch's Gal Edith,,,,,"R.N.A. (550,000)",---,,
1,2,260,"Paramount Sales, Agent I ",,Cyclone Mischief,,B,Colt,Cyclone Mischief,Into Mischief,Areyoucominghere,,,,,"Albaugh Family/Barry Berkelhammer, Agent",450000,,
1,2,261,"Taylor Made Sales Agency, Agent CXVII ",,Justify's Later,,CH,Colt,Justify's Later,Justify,Arienza,,,,,"Albaugh Family/Barry Berkelhammer, Agent",600000,,
1,2,262,"Paramount Sales, Agent I ",,Quality Road --- Ask Me When,,B,Colt,,Quality Road,Ask Me When,,,,,"West Bldstk, Agt. for Repole Stable & St. Elias",750000,,
1,2,263,Stone Farm ,,Embrace Me,,DB/BR,Filly,Embrace Me,Candy Ride (ARG),Assertive,,,,,Mark Anderson (Anderson Acres),200000,,
1,2,264,"Taylor Made Sales Agency, Agent LVI ",,Abby's Plaid,,CH,Filly,Abby's Plaid,Gun Runner,Atlantic's Smile,,,,,Out,0,,
1,2,265,"Gainesway, Agent XXVIII ",,Rhiannon,,B,Filly,Rhiannon,Medaglia d'Oro,Auntie Joy,,,,,"Mike Ryan, Agent",550000,,
1,2,266,"Taylor Made Sales Agency, Agent CXLVI ",,Ben's Legacy,,CH,Colt,Ben's Legacy,More Than Ready,Autumnal,,,,,"R.N.A. (150,000)",---,,
1,2,267,"Eaton Sales, Agent ",,Fast Chad,,B,Colt,Fast Chad,City of Light,Awesome Bella,,,,,"R.N.A. (285,000)",---,,
1,2,268,"Gainesway, Agent VIII ",,Tapit Shoes,,CH,Colt,Tapit Shoes,Tapit,Awesome Flower,,,,,Out,0,,
1,2,269,"Eaton Sales, Agent ",,Justa Warrior,,B,Filly,Justa Warrior,Justify,A Z Warrior,,,,,Stone Bridge Farm,150000,,
1,2,270,"Mulholland Springs, Agent ",,Just an Angel,,CH,Filly,Just an Angel,Justify,Battlefield Angel,,,,,Out,0,,
1,2,271,"Woods Edge Farm (Peter O'Callaghan), Agent III ",,Just Angelic,,CH,Filly,Just Angelic,Justify,Beatrix Potter (IRE),,,,,Out,0,,
1,2,272,"Gainesway, Agent for Stonestreet Bred & Raised ",,Rarify,,B,Filly,Rarify,Justify,Bella Jolie,,,,,M.V. Magnier,750000,,
1,2,273,"Denali Stud, Agent X ",,Unwrapped,,B,Colt,Unwrapped,Uncle Mo,Belleofthebeach,,,,,Out,0,,
1,2,274,"Taylor Made Sales Agency, Agent XXXI ",,Cookie Crumbs,,DB/BR,Filly,Cookie Crumbs,Mendelssohn,Belle's Finale,,,,,"West Bloodstock, Agent for Repole Stables",75000,,
1,2,275,"Gainesway, Agent XXI ",,Sparrow,,B,Filly,Sparrow,Into Mischief,Belleski,,,,,Out,0,,
1,2,276,"Bluewater Sales LLC, Agent XXIV ",,Better Justice,,B,Filly,Better Justice,Justify,Better Not Cry,,,,,Pick Five,225000,,
1,2,277,"Ballysax Bloodstock, Agent for Grantley Acres ",,Regnum,,B,Colt,Regnum,American Pharoah,Big Meesh (IRE),,,,,"R.N.A. (265,000)",---,,
1,2,278,"Gainesway, Agent XV ",,Walt Whitman (IRE),,B,Colt,Walt Whitman (IRE),Churchill (IRE),Bint Al Reem (IRE),,,,,Out,0,,
1,2,279,Beau Lane Bloodstock ,,Prince Ghost,,DB/BR,Colt,Prince Ghost,Ghostzapper,Blip n' Th Bye,,,,,"R.N.A. (140,000)",---,,
1,2,280,"Clarkland Farm, LLC ",,Bling,,GR/RO,Filly,Bling,American Pharoah,Blonde Bomber,,,,,"G. Watts Humphrey, Jr.",160000,,
1,2,281,"Taylor Made Sales Agency, Agent CXXXIX ",,Yanira,,B,Filly,Yanira,More Than Ready,Boat's Ghost,,,,,"R.N.A. (145,000)",---,,
1,2,282,"St George Sales, Agent X ",,Playlist,,B,Filly,Playlist,Uncle Mo,Bon Jovi Girl,,,,,"Ben McElroy, Agent for M.V. Magnier",400000,,
1,2,283,"Terrazas Thoroughbreds, Agent for Corser Thoroughbreds, LLC ",,Arabian Knight,,B,Colt,Arabian Knight,Uncle Mo,Borealis Night,,,,,Scott & Evan Dilworth LLC,250000,,
1,2,284,"Denali Stud, Agent for Stonestreet Bred & Raised ",,Calisthena,,DB/BR,Filly,Calisthena,Medaglia d'Oro,Bounding (AUS),,,,,"R.N.A. (485,000)",---,,
1,2,285,"Paramount Sales, Agent XIX ",,Fearless Viv,,DB/BR,Filly,Fearless Viv,Street Sense,Brave Michelle,,,,,Joey Platts,210000,,
1,2,286,Dixiana Farms LLC ,,Theismann,,B    ,Colt,Theismann,Quality Road,Brielle's Appeal,,,,,Mayberry Farm,1150000,,
1,2,287,"Paramount Sales, Agent XCV ",,Go On Mo,,B,Colt,Go On Mo,Uncle Mo,Brusquer,,,,,"R.N.A. (385,000)",---,,
1,2,288,"Clearsky Farms, Agent II ",,Provisional,,DB/BR,Colt,Provisional,Justify,Bubbler,,,,,Clearsky Farm / RAC 04 Racing,125000,,
1,2,289,Hinkle Farms ,,Pub Fight,,DB/BR,Colt,Pub Fight,War Front,Bunairgead (IRE),,,,,China Horse Club / Gandharvi Racing,235000,,
1,2,290,"Machmer Hall Sales, Agent for Machmer Hall ",,Bourbon Bash,,B    ,Colt,Bourbon Bash,City of Light,Buy Sell Hold,,,,,"D. Wayne Lukas, Agent",280000,,
1,2,291,"Denali Stud, Agent XL ",,Donnamary,,CH,Filly,Donnamary,Justify,Bye Bye Baby (IRE),,,,,"R.N.A. (445,000)",---,,
1,2,292,"Anderson Farms, Agent ",,Eme Claire,,B,Filly,Eme Claire,Street Sense,By Golly Mis Molly,,,,,Out,0,,
1,2,293,"Hill 'n' Dale Sales Agency, Agent ",,Abstract,,B,Colt,Abstract,Curlin,Cajun Delta Dawn,,,,,"West Bldstk, Agt. for Repole Stable & St. Elias",975000,,
1,2,294,"Machmer Hall Sales, Agent for WinStar Farm Bred & Raised ",,Get Your Kicks,,B,Filly,Get Your Kicks,Quality Road,Cali Thirty Seven,,,,,First Finds,100000,,
1,2,295,"Winter Quarter Farm, Agent ",,Ycaza,,B,Colt,Ycaza,Medaglia d'Oro,Cambodia,,,,,Mayberry Farm,575000,,
1,2,296,"Bluewater Sales LLC, Agent VII ",,Quality West,,GR/RO,Colt,Quality West,Quality Road,Cara Marie,,,,,BSW/Crow Colts Group,500000,,
1,2,297,"Hill 'n' Dale Sales Agency, Agent ",,Princesse Lele,,B,Filly,Princesse Lele,Quality Road,Carina Mia,,,,,Out,0,,
1,2,298,"Lane's End, Agent ",,Candle,,B,Filly,Candle,City of Light,Casual Smile (GB),,,,,"R.N.A. (270,000)",---,,
1,2,299,"Warrendale Sales, Agent for WinStar Farm Bred & Raised ",,Bishops Bay,,B,Colt,Bishops Bay,Uncle Mo,Catch My Drift,,,,,BSW/Crow Colts Group,450000,,
1,2,300,"Eaton Sales, Agent for Stonestreet Bred & Raised ",,Weyhill Road,,DB/BR,Colt,Weyhill Road,Quality Road,Catch the Moon,,,,,Woodford Racing & West Point Thoroughbreds,1600000,,
1,2,301,"St George Sales, Agent XI ",,Mo Fight,,DB/BR,Colt,Mo Fight,Uncle Mo,Cat Fight,,,,,Alex and JoAnn Lieblong,435000,,
1,2,302,"Denali Stud, Agent IX ",,Ceeme Ride,,B,Filly,Ceeme Ride,Candy Ride (ARG),Ceeme Run Wild,,,,,"R.N.A. (170,000)",---,,
1,2,303,"Bedouin Bloodstock, Agent ",,Poet's Woods,,CH,Filly,Poet's Woods,Lope de Vega (IRE),Celestial Woods,,,,,"P. Lawley Wakelin, Agt for R.S. Evans",300000,,
1,2,304,"Four Star Sales, Agent ",,Appreciate Today,,CH,Colt,Appreciate Today,Nyquist,Chaotic Cat,,,,,Out,0,,
1,2,305,Stone Farm ,,Graphene Cassock,,DB/BR,Colt,Graphene Cassock,Hard Spun,Chapel,,,,,John Ballantyne/NBS Stable,150000,,
1,2,306,"Scott Mallory, Agent XVII ",,Determined Grace,,CH,Filly,Determined Grace,American Pharoah,Charming N Lovable,,,,,Out,0,,
1,2,307,"Winter Quarter Farm, Agent I ",,Beltsville,,B,Filly,Beltsville,Curlin,Charm the Maker,,,,,"Phil Schoenthal, Agent for D. Hatman Thoroughbreds",825000,,
1,2,308,"Machmer Hall Sales, Agent for Machmer Hall ",,Super Luxe,,CH   ,Filly,Super Luxe,Candy Ride (ARG),Chase Motto,,,,,Courtlandt Farm,725000,,
1,2,309,Stone Farm ,,Sir Blue Eyes,,DB/BR,Colt,Sir Blue Eyes,War Front,Chatham,,,,,Lynnhaven Racing,1000000,,
1,2,310,"Brookdale Sales, Agent ",,Dominicana,,B,Filly,Dominicana,Uncle Mo,Chattertown,,,,,RT Racing LLC,300000,,
1,2,311,"Havens Bloodstock Agency, Inc., Agent ",,Sweet Trouble,,B,Filly,Sweet Trouble,Into Mischief,Chocolate Coated,,,,,Joey Platts,600000,,
1,2,312,"Paramount Sales, Agent XIII ",,Cupidon,,GR/RO,Colt,Cupidon,American Pharoah,Chocolate Pop,,,,,Kohki Maeda,300000,,
1,2,313,"Taylor Made Sales Agency, Agent CXLIX ",,City Humor,,CH,Colt,City Humor,Distorted Humor,City Success,,,,,"R.N.A. (90,000)",---,,
1,2,314,"Taylor Made Sales Agency, Agent CXXXII ",,Elusive Empire,,GR/RO,Colt,Elusive Empire,Pioneerof the Nile,Classy Grey Lassy,,,,,Daniel Pita,80000,,
1,2,315,"Woodford Thoroughbreds, Agent I ",,Islandinthestream,,GR/RO,Filly,Islandinthestream,Quality Road,Colorful Charades,,,,,"R.N.A. (185,000)",---,,
1,2,316,"Denali Stud, Agent for Bridlewood Farm ",,Justdoitalready,,DB/BR,Filly,Justdoitalready,Justify,Concinnous,,,,,"R.N.A. (185,000)",---,,
1,2,317,"Taylor Made Sales Agency, Agent LVIII ",,Kalik,,CH,Colt,Kalik,Collected,Coronation Street,,,,,"Whitehorse, Madaket & E Five Racing",200000,,
1,2,318,"Taylor Made Sales Agency, Agent CXXX ",,Tap Target,,GR/RO,Colt,Tap Target,Tapit,Corps de Ballet,,,,,Daniel Pita,150000,,
1,2,319,"Taylor Made Sales Agency, Agent XXXI ",,Simovic,,B,Colt,Simovic,More Than Ready,Cougarstown,,,,,"R.N.A. (70,000)",---,,
1,2,320,"Denali Stud, Agent XLII ",,Adelaide River (IRE),,B,Colt,Adelaide River (IRE),Australia (GB),Could It Be Love,,,,,Out,0,,
1,2,321,"Gainesway, Agent X ",,Loupit,,B,Filly,Loupit,Tapit,Courtisane (ARG),,,,,Out,0,,
1,2,322,"Stone Farm, Agent ",,Sbagliato,,B,Colt,Sbagliato,Quality Road,Cover Song,,,,,Out,0,,
1,2,323,"St George Sales, Agent XX ",,Kilbaha (IRE),,B,Colt,Kilbaha (IRE),No Nay Never,Creative Director,,,,,Out,0,,
1,2,324,"Eaton Sales, Agent ",,Billy Jack,,B,Colt,Billy Jack,Uncle Mo,C. S. Royce,,,,,"Beryl Stokes, Jr.",150000,,
1,2,325,"Warrendale Sales, Agent for Silesia Farm ",,Hurrying Home,,B,Colt,Hurrying Home,Uncle Mo,Curlin N Twirlin,,,,,"Donato Lanni, Agent",300000,,
1,2,326,"Denali Stud, Agent XXXV ",,Into Mischief --- Czarina,,B,Filly,,Into Mischief,Czarina,,,,,Out,0,,
1,2,327,"Gainesway, Agent XLVIII ",,Doral,,B,Filly,Doral,Quality Road,Dacita (CHI),,,,,Buffolo Bloodstock,575000,,
1,2,328,"Mill Ridge Sales, Agent ",,Excess Demand,,DB/BR,Colt,Excess Demand,Candy Ride (ARG),Dance to Bristol,,,,,"Mike Ryan, Agent",400000,,
1,2,329,"Taylor Made Sales Agency, Agent LIV ",,Fracing Allstar,,CH,Filly,Fracing Allstar,Ghostzapper,Dancing Allstar,,,,,"Theta Holdings I, Inc.",70000,,
