Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
1,0137,"Gainesway, Agent for the Estate of Helen K. Groves","","Potion","04/02/2018","CH",Mare,"Potion","Ghostzapper","And Why Not","Essential Quality","04/25/2022","pregnant","Broodmare","Bobby Flay",750000
1,0138,"Havens Bloodstock Agency, Inc., Agent ","","Bernard Shaw","03/27/2022","DB/BR",Colt,"Bernard Shaw","Into Mischief","Princess Haya","","","","Weanling","Brookstone Farm",550000
1,0139,"Four Star Sales, Agent ","","American Pharoah --- Purple Trillium","02/13/2022","B",Filly,"","American Pharoah","Purple Trillium","","","","Weanling","Out",0
1,0140,"Lane's End, Agent ","","Bayerness","04/26/2017","CH",Mare,"Bayerness","Bayern","Weight No More","","","","Racing or Broodmare Prospect","Coteau Grove Farms / Cary Bloodstock, Agent",300000
1,0141,"Taylor Made Sales Agency, Agent CLVIII ","","Queen of Thorns","03/23/2019","B",Filly,"Queen of Thorns","Violence","Royale Paradise","","","","Racing or Broodmare Prospect","Out",0
1,0142,"Bluewater Sales LLC, Agent XI ","","Quick Suzy (IRE)","03/03/2019","B",Filly,"Quick Suzy (IRE)","Profitable (IRE)","Snooze (IRE)","","","","Racing or Broodmare Prospect","Badgers Bloodstock",600000
1,0143,"Mulholland Springs, Agent ","","Into Mischief --- Reina Maria","03/16/2022","B",Colt,"","Into Mischief","Reina Maria","","","","Weanling","Out",0
1,0144,"ELiTE, Agent ","","Crystal Cliffs (FR)","03/18/2017","B",Mare,"Crystal Cliffs (FR)","Canford Cliffs (IRE)","Preciously (FR)","","","","Racing or Broodmare Prospect","R.N.A. (135,000)",---
1,0145,"Paramount Sales, Agent XII ","","Risky Mischief","03/17/2017","B",Mare,"Risky Mischief","Into Mischief","Risky Rachel","Charlatan","03/09/2022","pregnant","Broodmare","Breeze Easy, LLC",475000
1,0146,"Denali Stud, Agent XV ","","Robin Sparkles","05/07/2017","B",Mare,"Robin Sparkles","Elusive Quality","My Sparky","","","","Racing or Broodmare Prospect","Candy Meadows LLC",450000
1,0147,"Warrendale Sales, Agent XI ","","Frannie's Wish","04/25/2022","CH   ",Filly,"Frannie's Wish","Vino Rosso","Rosy Humor","","","","Weanling","R.N.A. (95,000)",---
1,0148,"Stone Farm, Agent ","","Dame Dorothy","04/11/2011","B",Mare,"Dame Dorothy","Bernardini","Vole Vole Monamour","Curlin","03/13/2022","pregnant","Broodmare","Out",0
1,0149,"Hill 'n' Dale at Xalapa, Agent ","","Runnin Ruby","04/18/2016","GR/RO",Mare,"Runnin Ruby","Tapit","Champagne Royale","War Front","02/26/2022","pregnant","Broodmare","MKW Racing & Breeding LLC",450000
1,0150,"Hill 'n' Dale at Xalapa, Agent ","","Sparkling Ruby","01/30/2022","GR/RO",Filly,"Sparkling Ruby","War Front","Runnin Ruby","","","","Weanling","Red Oak Farm",100000
1,0151,"Paramount Sales, Agent LVIII ","","Complexion","02/16/2022","CH",Filly,"Complexion","Complexity","Rushin No Blushin","","","","Weanling","R.N.A. (335,000)",---
1,0152,"Pope McLean (Crestwood Farm), Agent XV ","","Afarin","03/24/2022","CH",Filly,"Afarin","Justify","Rusty Slipper","","","","Weanling","R.N.A. (395,000)",---
1,0153,"Threave Main Stud LLC, Agent ","","East India","05/05/2012","DB/BR",Mare,"East India","Mizzen Mast","Right Spice","Gun Runner","06/16/2022","pregnant","Broodmare","Thirty Year Farm",325000
1,0154,"Baccari Bloodstock, Agent III ","","Salty as Can Be","04/03/2018","B",Mare,"Salty as Can Be","Into Mischief","Theycallmeladyluck","Quality Road","03/04/2022","pregnant","Broodmare","Determined Stud & Gage Hill",2000000
1,0155,"Hunter Valley Farm, Agent ","","No Mo Moolah","02/08/2022","B",Colt,"No Mo Moolah","Uncle Mo","Sea Shadow","","","","Weanling","Out",0
1,0156,"Lane's End, Agent ","","Edgeway","02/27/2017","DB/BR",Mare,"Edgeway","Competitive Edge","Magical Solution","","","","Racing or Broodmare Prospect","Summer Wind Equine",1700000
1,0157,"Gainesway, Agent I ","","Super Cruise","02/22/2022","B    ",Colt,"Super Cruise","Uncle Mo","Sensitive","","","","Weanling","AAA Thoroughbreds",575000
1,0158,"Gainesway, Agent I ","","Sensitive","04/18/2014","B",Mare,"Sensitive","Divine Park","Kittery Point","Constitution","03/19/2022","pregnant","Broodmare","Longford Farm",450000
1,0159,"Hunter Valley Farm, Agent ","","Into Mischief --- Separationofpowers","02/11/2022","B",Colt,"","Into Mischief","Separationofpowers","","","","Weanling","R.N.A. (535,000)",---
1,0160,"Gainesway, Agent for the Estate of Helen K. Groves","","Hard Cloth","04/04/2014","DB/BR",Mare,"Hard Cloth","Hard Spun","Trensa","Mendelssohn","05/24/2022","pregnant","Broodmare","Gainesway Farm",550000
1,0161,"Hill 'n' Dale at Xalapa, Agent ","","Dramatic","02/11/2022","DB/BR",Filly,"Dramatic","Medaglia d'Oro","Serena's Cat","","","","Weanling","MV Magnier",1500000
1,0162,"Denali Stud, Agent XVI ","","Serene Melody","04/28/2010","B",Mare,"Serene Melody","Street Cry (IRE)","Serena's Song","Charlatan","06/09/2022","pregnant","Broodmare","Barronstown Stud",525000
1,0163,"Denali Stud, Agent XVI ","","Simple Song","02/09/2022","CH   ",Colt,"Simple Song","Munnings","Serene Melody","","","","Weanling","Muir Hut Stables, LLC",350000
1,0164,"Hidden Brook, Agent XXIX ","","Ida Clark","03/20/2010","DB/BR",Mare,"Ida Clark","Speightstown","Eliza Donner","Essential Quality","05/17/2022","pregnant","Broodmare","Stonestreet ",360000
1,0165,"Hidden Brook, Agent XXIX ","","Catholic Boy --- Ida Clark","04/06/2022","CH",Filly,"","Catholic Boy","Ida Clark","","","","Weanling","Out",0
1,0166,"Taylor Made Sales Agency, Agent CIV ","","Shea D Summer","02/28/2018","DB/BR",Mare,"Shea D Summer","Summer Front","Empress of Gold","Not This Time","02/23/2022","pregnant","Broodmare","Amy Moore",260000
1,0167,"Taylor Made Sales Agency, Agent XXXVII ","","Silent Candy","03/30/2007","CH",Mare,"Silent Candy","Candy Ride (ARG)","Silent Queen","Not This Time","04/17/2022","pregnant","Broodmare","Avenue Bloodstock Ltd.",625000
1,0168,"Taylor Made Sales Agency, Agent LXXVI ","","Instilled Regard --- Silent Triumph","04/17/2022","B",Colt,"","Instilled Regard","Silent Triumph","","","","Weanling","R.N.A. (30,000)",---
1,0169,"Taylor Made Sales Agency, Agent LXXVI ","","Silent Triumph","02/04/2014","CH",Mare,"Silent Triumph","City Zip","Feel That Fire","Instilled Regard","05/12/2022","not pregnant","Broodmare","Superbad Stables LLC",20000
1,0170,"Lane's End, Agent ","","Shamrock Rose","03/17/2015","B",Mare,"Shamrock Rose","First Dude","Slew's Quality","Curlin","03/03/2022","pregnant","Broodmare","KI Farm",3000000
1,0171,"Hill 'n' Dale at Xalapa, Agent for Milestone Farm ","","War Cadence","04/04/2022","B",Colt,"War Cadence","War of Will","Curls in Place","","","","Weanling","R.N.A. (150,000)",---
1,0172,"Mulholland Springs, Agent ","","Moon Gate","02/20/2022","B    ",Filly,"Moon Gate","Authentic","Sine Wave","","","","Weanling","R.N.A. (210,000)",---
1,0173,"Glennwood Farm Inc., Agent ","","Munnings --- Sing Me Home (GB)","03/12/2022","B    ",Colt,"","Munnings","Sing Me Home (GB)","","","","Weanling","R.N.A. (45,000)",---
1,0174,"Gainesway, Agent XX ","","McKinzie --- Sip Sip","03/16/2022","B    ",Filly,"","McKinzie","Sip Sip","","","","Weanling","Atlas Bloodstock, Agent",250000
1,0175,"Mill Ridge Sales, Agent ","","Gift List (GB)","03/25/2018","CH",Filly,"Gift List (GB)","Bated Breath (GB)","Birthstone (GB)","","","","Broodmare Prospect","Haruya Yoshida",750000
1,0176,"Hill 'n' Dale at Xalapa, Agent ","","Sladina (GB)","02/27/2015","CH",Mare,"Sladina (GB)","Nathaniel (IRE)","Finchley (GB)","Justify","05/30/2022","pregnant","Broodmare","Ecurie des Monceaux",160000
1,0177,"Eaton Sales, Agent ","","Snowy Winter","04/12/2014","B",Mare,"Snowy Winter","Elusive Quality","Pamona Ball","Gun Runner","04/06/2022","pregnant","Broodmare","Out",0
1,0178,"ELiTE, Agent ","","Domain Expertise","04/23/2018","CH",Filly,"Domain Expertise","Kitten's Joy","Teroda","","","","Racing or Broodmare Prospect","Out",0
1,0179,"Eaton Sales, Agent ","","Danon Russell","03/14/2022","DB/BR",Colt,"Danon Russell","American Pharoah","Snowy Winter","","","","Weanling","Out",0
1,0180,"Gainesway, Agent XXV ","","Song Gate","01/28/2019","B",Mare,"Song Gate","Arrogate","Songbird","Tapit","02/16/2022","pregnant","Broodmare","R.N.A. (925,000)",---
1,0181,"Denali Stud, Agent XX ","","Spanish Loveaffair","03/05/2018","B",Filly,"Spanish Loveaffair","Karakontie (JPN)","Spanish Bunny","","","","Racing or Broodmare Prospect","Shadai Farm",600000
1,0182,"Hunter Valley Farm, Agent ","","Diva Delite","04/22/2007","DB/BR",Mare,"Diva Delite","Repent","Tour Hostess","Gun Runner","05/20/2022","pregnant","Broodmare","R.N.A. (775,000)",---
1,0183,"Grovendale Sales, Agent II ","","Uncle Mo --- Steidle","02/09/2022","B    ",Colt,"","Uncle Mo","Steidle","","","","Weanling","Hunter Valley Farm",220000
1,0184,"Warrendale Sales, Agent III ","","Improbable --- Stella's Dream","02/28/2022","CH",Colt,"","Improbable","Stella's Dream","","","","Weanling","Out",0
1,0185,"Four Star Sales, Agent ","","Motawahij","02/17/2022","B    ",Colt,"Motawahij","American Pharoah","Stillwater Cove","","","","Weanling","Rowland Hancock",250000
1,0186,"Glennwood Farm Inc., Agent ","","Munnings --- Street Rumor","02/15/2022","DB/BR",Colt,"","Munnings","Street Rumor","","","","Weanling","First Finds",50000
1,0187,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent ","","Marion Ravenwood","02/08/2008","B",Mare,"Marion Ravenwood","A.P. Indy","Andujar","Curlin","04/29/2022","pregnant","Broodmare","MV Magnier",2600000
1,0188,"Taylor Made Sales Agency, Agent XIII ","","War Front --- Sunny Dale","03/21/2022","B",Colt,"","War Front","Sunny Dale","","","","Weanling","C and S Agent",50000
1,0189,"Glennwood Farm Inc., Agent ","","Sun Studio","05/20/2015","DB/BR",Mare,"Sun Studio","Speightstown","Bending Strings","Not This Time","04/27/2022","pregnant","Broodmare","R.N.A. (375,000)",---
1,0190,"Glennwood Farm Inc., Agent ","","Uncle Mo --- Sun Studio","01/18/2022","DB/BR",Filly,"","Uncle Mo","Sun Studio","","","","Weanling","Arrowhead Farm",150000
1,0191,"Hill 'n' Dale at Xalapa, Agent ","","Getaway Car","01/26/2022","B    ",Colt,"Getaway Car","Curlin","Surrender Now","","","","Weanling","FMQ Stables",300000
1,0192,"Denali Stud, Agent IX ","","Four Graces","04/14/2017","DB/BR",Mare,"Four Graces","Majesticperfection","Ivory Empress","","","","Racing or Broodmare Prospect","Whisper Hill Farm LLC",2300000
1,0193,"Gainesway, Agent XX ","","Furio","02/07/2022","B    ",Colt,"Furio","McKinzie","Take Charge Angel","","","","Weanling","Davant Latham, Agent",300000
1,0194,"Lane's End, Agent ","","Quality Road --- Donatella","03/07/2022","B    ",Colt,"","Quality Road","Donatella","","","","Weanling","Oxo Equine LLC",700000
1,0195,"Lane's End, Agent ","","Donatella","04/02/2018","B",Mare,"Donatella","Bernardini","True Style","Quality Road","04/26/2022","pregnant","Broodmare","WinStar Farm",900000
1,0196,"Taylor Made Sales Agency, Agent LI ","","Legacy Joy","03/08/2022","CH",Colt,"Legacy Joy","Kitten's Joy","Teddy's Legacy","","","","Weanling","Nadir Khassanov",40000
1,0197,"Brookdale Sales, Agent for Pocket Aces Racing, LLC ","","Temple City Terror","03/24/2016","DB/BR",Mare,"Temple City Terror","Temple City","It Takes Two","","","","Racing or Broodmare Prospect","Town & Country Horse Farms, LLC",600000
1,0198,"Hill 'n' Dale at Xalapa, Agent ","","Jouster","02/22/2018","B",Filly,"Jouster","Noble Mission (GB)","Playtime","","","","Racing or Broodmare Prospect","Katsumi Yoshida",1500000
1,0199,"Paramount Sales, Agent XXI ","","Jasper Cross","02/04/2022","DB/BR",Colt,"Jasper Cross","American Pharoah","Tepin Thru Life","","","","Weanling","R.N.A. (140,000)",---
1,0200,"Paramount Sales, Agent XXI ","","Tepin Thru Life (IRE)","05/01/2018","DB/BR",Mare,"Tepin Thru Life (IRE)","Curlin","Tepin","American Pharoah","03/29/2022","pregnant","Broodmare","Out",0
1,0201,"Taylor Made Sales Agency, Agent CXXV ","","The Grass Is Blue","02/08/2018","CH",Filly,"The Grass Is Blue","Broken Vow","Shine Softly","","","","Racing or Broodmare Prospect","Grantley Acres (Geoff Nixon)",195000
1,0202,"Taylor Made Sales Agency, Agent LXX ","","City Taah","04/20/2022","B",Filly,"City Taah","City of Light","Tizabella","","","","Weanling","R.N.A. (60,000)",---
1,0203,"Grovendale Sales, Agent XXI ","","Tiz Dixie","02/13/2013","B",Mare,"Tiz Dixie","Tiznow","Comeon Dixie","Constitution","02/21/2022","pregnant","Broodmare","Pursuit of Success LLC",375000
1,0204,"ELiTE, Agent ","","Tobys Heart","03/01/2018","DB/BR",Filly,"Tobys Heart","Jack Milton","Pick of the Pack","","","","Racing or Broodmare Prospect","Kia-Ora Stud ",450000
1,0205,"Gainesway, Agent for the Estate of Helen K. Groves","","Trensa","05/17/2004","CH",Mare,"Trensa","Giant's Causeway","Serape","Hard Spun","06/10/2022","pregnant","Broodmare","Larkin Armstrong, Agent",270000
1,0206,"Gainesway, Agent for the Estate of Helen K. Groves","","American Pharoah --- Trensa","06/01/2022","CH   ",Colt,"","American Pharoah","Trensa","","","","Weanling","Larry Howard",130000
1,0207,"Paramount Sales, Agent IX ","","Authentic --- Truly Gifted","03/15/2022","B    ",Filly,"","Authentic","Truly Gifted","","","","Weanling","AAA Thoroughbreds",280000
1,0208,"ELiTE, Agent ","","Going Global (IRE)","03/24/2018","B",Filly,"Going Global (IRE)","Mehmas (IRE)","Wrood","","","","Racing or Broodmare Prospect","Out",0
1,0209,"Grovendale Sales, Agent XVIII ","","Tynan","03/16/2017","GR/RO",Mare,"Tynan","Liam's Map","Pappascat","Gun Runner","03/02/2022","pregnant","Broodmare","Out",0
1,0210,"Paramount Sales, Agent VIII ","","High Limit","03/23/2022","CH",Colt,"High Limit","Justify","Ultralight Beam","","","","Weanling","Out",0
1,0211,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent ","","Callingmissbrown","02/03/2012","DB/BR",Mare,"Callingmissbrown","Pulpit","Island Sand","Uncle Mo","05/25/2022","pregnant","Broodmare","R.N.A. (1,750,000)",---
1,0212,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ","","Unrivaled Princess","01/24/2017","CH",Mare,"Unrivaled Princess","Tapit","Unrivaled Belle","Munnings","05/05/2022","pregnant","Broodmare","Narvick International",210000
1,0213,"Brookdale Sales, Agent ","","Velvet Slippers","01/26/2018","B",Filly,"Velvet Slippers","Quality Road","The Tea Cups","","","","Racing or Broodmare Prospect","Natalma",210000
1,0214,"Taylor Made Sales Agency, Agent CLV ","","Juju's Map","04/04/2019","DB/BR",Filly,"Juju's Map","Liam's Map","Nagambie","","","","Racing or Broodmare Prospect","R.N.A. (1,900,000)",---
1,0215,"Stone Farm, Agent ","","Veronique","05/17/2011","B",Mare,"Veronique","Mizzen Mast","Styler","Munnings","02/18/2022","pregnant","Broodmare","Out",0
1,0216,"Scott Mallory, Agent for Determined Stud ","","Vevina","04/22/2015","B",Mare,"Vevina","More Than Ready","My Sugar Bear","Charlatan","02/23/2022","pregnant","Broodmare","RPS Bloodstock",400000
1,0217,"Taylor Made Sales Agency, Agent CIII ","","War Cabinet","06/02/2015","DB/BR",Mare,"War Cabinet","War Front","My Annette","Blame","03/13/2022","pregnant","Broodmare","Out",0
1,0218,"Burleson Farms, Agent ","","Athos","01/19/2022","B    ",Colt,"Athos","Constitution","Web o' Gold","","","","Weanling","Bosco Albert Baracus",100000
1,0219,"Warrendale Sales, Agent XI ","","Momissioner","02/16/2022","B    ",Colt,"Momissioner","Uncle Mo","Westside Singer","","","","Weanling","Brookstone Farm",450000
1,0220,"ELiTE, Agent ","","Wicked Awesome","03/02/2016","B",Mare,"Wicked Awesome","Awesome Again","Mira Alta","Charlatan","05/03/2022","pregnant","Broodmare","Sycamore Hall Farm / David Wade, Agent",400000
1,0221,"Taylor Made Sales Agency, Agent XLV ","","Charge the Gun","02/17/2022","DB/BR",Colt,"Charge the Gun","Gun Runner","Willa","","","","Weanling","Out",0
1,0222,"Hidden Brook, Agent XLVIII ","","Frosted Angel","03/10/2018","GR/RO",Filly,"Frosted Angel","Frosted","Georgie's Angel","","","","Racing or Broodmare Prospect","Out",0
1,0223,"Darby Dan Farm, Agent VIII ","","Grouse Grind","03/07/2014","DB/BR",Mare,"Grouse Grind","First Samurai","Artic Queen","Gormley","06/06/2022","pregnant","Broodmare","Grandview Equine",130000
1,0224,"Hunter Valley Farm, Agent ","","Caravel","03/01/2017","GR/RO",Mare,"Caravel","Mizzen Mast","Zeezee Zoomzoom","","","","Racing or Broodmare Prospect","Out",0
1,0225,"Taylor Made Sales Agency, Agent CLXXI ","","Napier","03/28/2015","B",Mare,"Napier","Midnight Lute","Uno Duo","Maxfield","05/05/2022","pregnant","Broodmare","R.N.A. (285,000)",---
1,0226,"Taylor Made Sales Agency, Agent for|Ike & Dawn Thrash Ike & Dawn Thrash","","Turnerloose","03/04/2019","DB/BR",Filly,"Turnerloose","Nyquist","Goaltending","","","","Racing or Broodmare Prospect","R.N.A. (425,000)",---
1,0227,"Eaton Sales, Agent for Stonestreet Stables, LLC ","","Chardy Party (IRE)","02/21/2019","GR/RO",Filly,"Chardy Party (IRE)","Dark Angel (IRE)","Spiritual Lady (GB)","","","","Broodmare Prospect","Sheralee Estate / Clarke Bloodstock",325000
1,0228,"Hill 'n' Dale at Xalapa, Agent ","","Golden Amber","02/05/2014","B",Mare,"Golden Amber","Gemologist","Miz United States","Maclean's Music","03/30/2022","pregnant","Broodmare","Forty Oaks",75000
1,0229,"Runnymede Farm LLC, Agent ","","Koala Princess","02/11/2019","DB/BR",Filly,"Koala Princess","More Than Ready","Koala Queen","","","","Broodmare Prospect","Magna Carta Bloodstock",625000
1,0230,"Taylor Made Sales Agency, Agent CXV ","","Mary Rita","04/28/2011","CH",Mare,"Mary Rita","Distorted Humor","Possibility","Charlatan","03/16/2022","pregnant","Broodmare","Out",0
1,0231,"Hill 'n' Dale at Xalapa, Agent ","","Mabsota","02/06/2015","B",Mare,"Mabsota","Shamardal","Tizdubai","Maclean's Music","04/22/2022","pregnant","Broodmare","Chad Schumer, Agent",90000
1,0232,"Eaton Sales, Agent for Stonestreet Stables, LLC ","","Ruthin (GB)","03/13/2019","B",Filly,"Ruthin (GB)","Ribchester (IRE)","Selinka (GB)","","","","Broodmare Prospect","Silverdale Farm / Boomer Bloodstock",400000
1,0233,"Hill 'n' Dale at Xalapa, Agent ","","Unspurned","04/06/2011","CH",Mare,"Unspurned","Lemon Drop Kid","Banga Ridge","Ghostzapper","04/10/2022","pregnant","Broodmare","R.N.A. (80,000)",---
1,0234,"KatieRich Farms ","","American Apple","04/14/2020","B",Filly,"American Apple","American Pharoah","Miss Mary Apples","","","","Racing or Broodmare Prospect","R.N.A. (600,000)",---
1,0235,"Hill 'n' Dale at Xalapa, Agent ","","Midnight Bisou","04/18/2015","DB/BR",Mare,"Midnight Bisou","Midnight Lute","Diva Delite","Tapit","03/24/2022","pregnant","Broodmare","Katsumi Yoshida",5500000
1,0236,"Taylor Made Sales Agency, Agent for STH LLC ","","Princess Julia","02/08/2014","B",Mare,"Princess Julia","Distorted Humor","Folklore","Medaglia d'Oro","02/15/2022","pregnant","Broodmare","R.N.A. (235,000)",---
1,0237,"Bluewater Sales LLC, Agent LXXV ","","Wakanaka (IRE)","02/11/2018","B",Filly,"Wakanaka (IRE)","Power (GB)","Storyline (IRE)","","","","Racing or Broodmare Prospect","R.N.A. (975,000)",---
1,0238,"Lane's End, Agent ","","Skeptic","02/03/2015","B",Mare,"Skeptic","Tiznow","Clear Thinking","Liam's Map","03/18/2022","pregnant","Broodmare","Green Lantern / Patrick Masson, Agent",325000
1,0239,"Ed Walker Racing, Agent ","","Dreamloper (IRE)","04/26/2017","B",Mare,"Dreamloper (IRE)","Lope de Vega (IRE)","Livia's Dream (IRE)","","","","Racing or Broodmare Prospect","Katsumi Yoshida",2700000
1,0239A,"Gainesway, Agent XX ","","Take Charge Angel","02/18/2016","DB/BR",Mare,"Take Charge Angel","Will Take Charge","Georgie's Angel","McKinzie","03/17/2022","pregnant","Broodmare","R.N.A. (575,000)",---
